1198,SR
1199,A
1200,A
1201,A
1202,A
1203,A
1204,A
1205,R
1206,SR
1207,A
1208,R
1209,A
1210,R
1211,A
1212,A
1213,A
1214,A
1215,A
1216,R
1217,A
1218,A
1219,A
1220,R
1221,A
1222,A
1223,A
1224,R
1225,A
1226,A
1227,A
1228,A
1229,A
1230,R
1231,R
1232,R
1233,A
1234,A
1235,R
1236,A
1237,R
1238,A
1239,A
1240,A
1241,A
1242,A
1243,A
1244,A
1245,A
1246,A
1247,A
1248,A
1249,A
1250,A
1251,SR
1252,A
1253,A
1254,R
1255,A
1256,SR
1257,A
1258,R
1259,A
1260,A
1261,A
1262,A
1263,A
1264,R
1265,A
1266,SR
1267,A
1268,R
1269,A
1270,SR
1271,R
1272,A
1273,A
1274,A
1275,R
1276,A
1277,R
1278,R
1279,A
1280,A
1281,A
1282,A
1283,A
1284,R
1285,A
1286,A
1287,SR
1288,R
1289,A
1290,A
1291,A
1292,A
1293,A
1294,A
1295,A
1296,A
1297,R
1298,A
1299,A
1300,A
1301,A
1302,R
1303,A
1304,R
1305,A
1306,A
1307,A
1308,R
1309,R
1310,A
1311,A
1312,A
1313,A
1314,A
1315,A
1316,A
1317,A
1318,A
1319,R
1320,A
1321,SR
1322,R
1323,A
1324,A
1325,R
1326,SR
1327,R
1328,A
1329,A
1330,R
1331,SR
1332,A
1333,A
1334,A
1335,A
1336,A
1337,A
1338,R
1339,A
1340,A
1341,A
1342,A
1343,A
1344,A
1345,R
1346,SR
1347,R
1348,A
1349,R
1350,A
1351,A
1352,A
1353,A
1354,A
1355,SR
1356,A
1357,A
1358,A
1359,A
1360,A
1361,A
1362,SR
1363,A
1364,A
1365,SR
1366,A
1367,A
1368,SR
1369,A
1370,SR
1371,A
1372,SR
1373,SR
1374,A
1375,A
1376,R
1377,A
1378,A
1379,A
1380,A
1381,A
1382,A
1383,A
1384,A
1385,SR
1386,A
1387,R
1388,A
1389,A
1390,A
1391,A
1392,R
1393,SR
1394,SR
1395,A
1396,A
1397,A
1398,R
1399,A
1400,SR
1401,A
1402,A
1403,R
1404,A
1405,A
1406,R
1407,R
1408,A
1409,A
1410,A
1411,A
1412,R
1413,A
1414,R
1415,A
1416,R
1417,SR
1418,A
1419,A
1420,SR
1421,A
1422,A
1423,A
1424,A
1425,A
1426,A
1427,R
1428,R
1429,A
1430,A
1431,A
1432,A
1433,A
1434,A
1435,A
1436,R
1437,SR
1438,R
1439,A
1440,SR
1441,A
1442,R
1443,A
1444,A
1445,R
1446,A
1447,SR
1448,R
1449,R
1450,A
1451,A
1452,A
1453,A
1454,A
1455,SR
1456,R
1457,R
1458,A
1459,A
1460,A
1461,A
1462,SR
1463,SR
1464,R
1465,R
1466,A
1467,A
1468,A
1469,A
1470,R
1471,A
1472,R
1473,A
1474,A
1475,A
1476,R
1477,R
1478,A
1479,SR
1480,A
1481,A
1482,A
1483,R
1484,R
1485,A
1486,A
1487,A
1488,A
1489,A
1490,A
1491,A
1492,A
1493,SSR
1494,A
1495,R
1496,SR
1497,R
1498,A
1499,A
1500,A
1501,A
1502,A
1503,A
1504,A
1505,A
1506,A
1507,A
1508,A
1509,A
1510,R
1511,R
1512,A
1513,R
1514,A
1515,A
1516,A
1517,A
1518,R
1519,A
1520,A
1521,A
1522,SR
1523,A
1524,A
1525,A
1526,A
1527,R
1528,A
1529,A
1530,SR
1531,R
1532,A
1533,A
1534,A
1535,R
1536,A
1537,A
1538,A
1539,A
1540,R
1541,A
1542,R
1543,A
1544,A
1545,A
1546,A
1547,A
1548,A
1549,A
1550,A
1551,R
1552,A
1553,A
1554,R
1555,A
1556,A
1557,SR
1558,R
1559,SR
1560,A
1561,A
1562,A
1563,A
1564,A
1565,A
1566,A
1567,A
1568,R
1569,A
1570,A
1571,SR
1572,R
1573,A
1574,SR
1575,A
1576,R
1577,R
1578,A
1579,A
1580,A
1581,A
1582,A
1583,SR
1584,A
1585,R
1586,A
1587,R
1588,A
1589,A
1590,A
1591,R
1592,A
1593,A
1594,SR
1595,R
1596,R
1597,A
1598,A
1599,A
1600,A
1601,A
1602,A
1603,A
1604,A
1605,A
1606,A
1607,SR
1608,A
1609,A
1610,A
1611,R
1612,A
1613,A
1614,A
1615,A
1616,A
1617,SR
1618,SR
1619,A
1620,A
1621,A
1622,SR
1623,A
1624,A
1625,A
1626,SR
1627,A
1628,A
1629,A
1630,A
1631,A
1632,R
1633,A
1634,R
1635,A
1636,A
1637,R
1638,A
1639,A
1640,A
1641,A
1642,A
1643,SR
1644,A
1645,R
1646,A
1647,A
1648,A
1649,A
1650,A
1651,A
1652,R
1653,SR
1654,A
1655,A
1656,SR
1657,A
1658,A
1659,A
1660,A
1661,SR
1662,R
1663,A
1664,R
1665,A
1666,A
1667,R
1668,R
1669,R
1670,A
1671,R
1672,R
1673,R
1674,A
1675,A
1676,A
1677,A
1678,A
1679,A
1680,A
1681,A
1682,A
1683,A
1684,A
1685,A
1686,SR
1687,A
1688,A
1689,R
1690,A
1691,R
1692,SR
1693,R
1694,R
1695,A
1696,A
1697,A
1698,A
1699,A
1700,A
1701,A
1702,A
1703,A
1704,R
1705,SR
1706,A
1707,A
1708,SR
1709,A
1710,A
1711,A
1712,R
1713,SR
1714,A
1715,A
1716,A
1717,A
1718,A
1719,A
1720,R
1721,A
1722,R
1723,A
1724,R
1725,R
1726,A
1727,A
1728,A
1729,A
1730,A
1731,R
1732,R
1733,SR
1734,SR
1735,SR
1736,A
1737,A
1738,SR
1739,SR
1740,A
1741,A
1742,A
1743,A
1744,A
1745,A
1746,R
1747,A
1748,A
1749,R
1750,SR
1751,A
1752,A
1753,R
1754,R
1755,R
1756,A
1757,A
1758,R
1759,A
1760,A
1761,A
1762,A
1763,A
1764,A
1765,SR
1766,A
1767,R
1768,A
1769,SR
1770,R
1771,A
1772,R
1773,A
1774,A
1775,R
1776,A
1777,A
1778,A
1779,A
1780,R
1781,A
1782,A
1783,A
1784,A
1785,A
1786,A
1787,A
1788,A
1789,A
1790,A
1791,A
1792,A
1793,A
1794,A
1795,R
1796,SR
1797,A
1798,A
1799,R
1800,A
1801,SR
1802,A
1803,A
1804,A
1805,A
1806,A
1807,A
1808,R
1809,R
1810,A
1811,R
1812,A
1813,SR
1814,A
1815,A
1816,SR
1817,R
1818,A
1819,A
1820,R
1821,R
1822,A
1823,A
1824,A
1825,A
1826,R
1827,A
1828,A
1829,A
1830,SR
1831,R
1832,R
1833,A
1834,A
1835,A
1836,A
1837,A
1838,A
1839,A
1840,A
1841,A
1842,SR
1843,R
1844,R
1845,A
1846,A
1847,R
1848,SR
1849,R
1850,A
1851,A
1852,A
1853,R
1854,A
1855,SR
1856,A
1857,A
1858,A
1859,A
1860,R
1861,A
1862,A
1863,R
1864,R
1865,A
1866,R
1867,A
1868,A
1869,A
1870,A
1871,A
1872,A
1873,A
1874,A
1875,SR
1876,A
1877,A
1878,A
1879,A
1880,A
1881,A
1882,R
1883,A
1884,A
1885,A
1886,R
1887,A
1888,R
1889,A
1890,A
1891,R
1892,A
1893,A
1894,R
1895,R
1896,A
1897,A
1898,A
1899,A
1900,SR
1901,A
1902,A
1903,A
1904,A
1905,A
1906,A
1907,A
1908,A
1909,A
1910,A
1911,SR
1912,A
1913,SR
1914,A
1915,A
1916,A
1917,R
1918,A
1919,A
1920,A
1921,A
1922,A
1923,A
1924,A
1925,A
1926,A
1927,A
1928,A
1929,A
1930,SR
1931,SR
1932,R
1933,SR
1934,A
1935,A
1936,A
1937,A
1938,A
1939,A
1940,A
1941,A
1942,A
1943,R
1944,A
1945,A
1946,A
1947,A
1948,A
1949,A
1950,A
1951,SR
1952,A
1953,A
1954,R
1955,A
1956,A
1957,R
1958,R
1959,A
1960,A
1961,A
1962,A
1963,A
1964,A
1965,R
1966,A
1967,R
1968,A
1969,R
1970,A
1971,A
1972,A
1973,A
1974,R
1975,R
1976,A
1977,A
1978,SR
1979,R
1980,A
1981,R
1982,R
1983,A
1984,A
1985,A
1986,R
1987,A
1988,A
1989,A
1990,A
1991,A
1992,A
1993,SR
1994,A
1995,SR
1996,SSR
1997,R
1998,A
1999,A
2000,A
2001,A
2002,A
2003,SR
2004,R
2005,A
2006,A
2007,A
2008,R
2009,SR
2010,A
2011,A
2012,A
2013,A
2014,A
2015,R
2016,R
2017,A
2018,A
2019,A
2020,R
2021,A
2022,A
2023,A
2024,A
2025,A
2026,A
2027,A
2028,A
2029,A
2030,A
2031,A
2032,A
2033,A
2034,A
2035,A
2036,A
2037,SR
2038,R
2039,A
2040,A
2041,R
2042,A
2043,R
2044,A
2045,A
2046,A
2047,A
2048,A
2049,A
2050,R
2051,R
2052,A
2053,A
2054,A
2055,A
2056,A
2057,R
2058,A
2059,A
2060,R
2061,A
2062,A
2063,A
2064,A
2065,SR
2066,A
2067,A
2068,A
2069,A
2070,A
2071,A
2072,A
2073,A
2074,A
2075,R
2076,R
2077,SR
2078,A
2079,A
2080,A
2081,A
2082,R
2083,SR
2084,A
2085,SSR
2086,A
2087,A
2088,A
2089,R
2090,SR
2091,A
2092,A
2093,A
2094,SR
2095,A
2096,A
2097,A
2098,A
2099,A
2100,A
2101,A
2102,SR
2103,A
2104,A
2105,R
2106,R
2107,A
2108,A
2109,R
2110,A
2111,A
2112,A
2113,R
2114,R
2115,A
2116,R
2117,A
2118,A
2119,A
2120,A
2121,A
2122,R
2123,R
2124,A
2125,A
2126,SR
2127,A
2128,A
2129,A
2130,A
2131,SR
2132,A
2133,A
2134,A
2135,A
2136,R
2137,R
2138,A
2139,A
2140,A
2141,SR
2142,R
2143,R
2144,A
2145,A
2146,R
2147,R
2148,A
2149,A
2150,A
2151,A
2152,SR
2153,A
2154,A
2155,A
2156,A
2157,A
2158,A
2159,SR
2160,A
2161,R
2162,A
2163,A
2164,SR
2165,R
2166,R
2167,A
2168,R
2169,A
2170,R
2171,A
2172,SR
2173,R
2174,A
2175,A
2176,A
2177,A
2178,SR
2179,A
2180,A
2181,A
2182,A
2183,R
2184,R
2185,A
2186,R
2187,A
2188,A
2189,A
2190,A
2191,A
2192,A
2193,A
2194,A
2195,SR
2196,A
2197,A
2198,A
2199,A
2200,A
2201,A
2202,A
2203,A
2204,A
2205,R
2206,A
2207,A
2208,R
2209,A
2210,A
2211,R
2212,A
2213,SR
2214,A
2215,A
2216,A
2217,A
2218,SR
2219,A
2220,A
2221,A
2222,R
2223,A
2224,A
2225,R
2226,A
2227,SR
2228,A
2229,A
2230,A
2231,SR
2232,A
2233,R
2234,A
2235,A
2236,R
2237,SR
2238,R
2239,A
2240,A
2241,R
2242,A
2243,A
2244,R
2245,A
2246,A
2247,R
2248,A
2249,A
2250,A
2251,R
2252,A
2253,R
2254,A
2255,A
2256,A
2257,A
2258,A
2259,A
2260,R
2261,R
2262,A
2263,A
2264,A
2265,A
2266,R
2267,A
2268,SSR
2269,A
2270,A
2271,A
2272,A
2273,A
2274,A
2275,A
2276,A
2277,A
2278,A
2279,A
2280,SR
2281,A
2282,A
2283,A
2284,A
2285,A
2286,A
2287,R
2288,SR
2289,A
2290,A
2291,A
2292,SR
2293,A
2294,R
2295,A
2296,A
2297,R
2298,R
2299,A
2300,SR
2301,A
2302,A
2303,SR
2304,A
2305,R
2306,A
2307,A
2308,A
2309,A
2310,A
2311,A
2312,R
2313,A
2314,A
2315,A
2316,A
2317,R
2318,R
2319,A
2320,SR
2321,A
2322,R
2323,R
2324,A
2325,R
2326,A
2327,A
2328,A
2329,A
2330,A
2331,A
2332,A
2333,A
2334,R
2335,R
2336,A
2337,A
2338,A
2339,A
2340,A
2341,R
2342,R
2343,R
2344,A
2345,SR
2346,R
2347,A
2348,R
2349,A
2350,A
2351,A
2352,A
2353,A
2354,A
2355,A
2356,A
2357,A
2358,R
2359,R
2360,R
2361,A
2362,R
2363,SR
2364,A
2365,R
2366,A
2367,A
2368,R
2369,A
2370,A
2371,R
2372,A
2373,R
2374,A
2375,A
2376,A
2377,SR
2378,A
2379,A
2380,R
2381,R
2382,A
2383,A
2384,A
2385,A
2386,SR
2387,A
2388,R
2389,R
2390,A
2391,A
2392,A
2393,A
2394,SR
2395,A
2396,R
2397,A
2398,A
2399,A
2400,A
2401,A
2402,A
2403,A
2404,R
2405,A
2406,A
2407,A
2408,A
2409,A
2410,A
2411,A
2412,SR
2413,A
2414,A
2415,A
2416,A
2417,R
2418,A
2419,R
2420,A
2421,A
2422,A
2423,A
2424,A
2425,A
2426,A
2427,SR
2428,A
2429,A
2430,SR
2431,R
2432,A
2433,A
2434,A
2435,SR
2436,A
2437,A
2438,A
2439,SR
2440,R
2441,SR
2442,A
2443,A
2444,R
2445,A
2446,A
2447,A
2448,A
2449,A
2450,A
2451,A
2452,R
2453,A
2454,A
2455,R
2456,A
2457,A
2458,R
2459,A
2460,A
2461,A
2462,A
2463,A
2464,A
2465,A
2466,A
2467,SSR
2468,A
2469,SR
2470,A
2471,A
2472,A
2473,A
2474,R
2475,A
2476,A
2477,A
2478,A
2479,R
2480,A
2481,A
2482,A
2483,A
2484,A
2485,R
2486,A
2487,A
2488,A
2489,A
2490,A
2491,A
2492,A
2493,SR
2494,R
2495,A
2496,A
2497,A
2498,A
2499,R
2500,SR
2501,SR
2502,A
2503,R
2504,A
2505,A
2506,SR
2507,A
2508,A
2509,A
2510,SR
2511,A
2512,R
2513,A
2514,A
2515,A
2516,SR
2517,A
2518,R
2519,A
2520,SR
2521,A
2522,A
2523,A
2524,A
2525,A
2526,A
2527,A
2528,A
2529,A
2530,A
2531,A
2532,A
2533,A
2534,A
2535,A
2536,R
2537,A
2538,A
2539,A
2540,A
2541,A
2542,SR
2543,A
2544,R
2545,A
2546,R
2547,A
2548,R
2549,A
2550,A
2551,A
2552,R
2553,A
2554,A
2555,A
2556,R
2557,A
2558,R
2559,A
2560,SR
2561,R
2562,A
2563,A
2564,A
2565,A
2566,A
2567,A
2568,R
2569,R
2570,A
2571,A
2572,R
2573,A
2574,R
2575,A
2576,SR
2577,A
2578,A
2579,R
2580,SR
2581,A
2582,A
2583,A
2584,R
2585,R
2586,A
2587,A
2588,A
2589,A
2590,A
2591,A
2592,SSR
2593,A
2594,A
2595,A
2596,SR
2597,A
2598,A
2599,A
2600,R
2601,A
2602,R
2603,R
2604,SR
2605,A
2606,A
2607,A
2608,A
2609,A
2610,A
2611,A
2612,A
2613,A
2614,A
2615,A
2616,SR
2617,R
2618,A
2619,R
2620,A
2621,A
2622,A
2623,R
2624,R
2625,A
2626,A
2627,A
2628,A
2629,A
2630,A
2631,R
2632,R
2633,A
2634,SR
2635,A
2636,A
2637,A
2638,A
2639,A
2640,A
2641,A
2642,A
2643,A
2644,A
2645,R
2646,R
2647,R
2648,A
2649,R
2650,A
2651,R
2652,A
2653,SR
2654,A
2655,A
2656,A
2657,A
2658,A
2659,A
2660,A
2661,SR
2662,R
2663,A
2664,A
2665,A
2666,R
2667,SR
2668,A
2669,A
2670,A
2671,A
2672,A
2673,R
2674,R
2675,A
2676,A
2677,R
2678,SR
2679,A
2680,A
2681,R
2682,A
2683,A
2684,A
2685,R
2686,A
2687,A
2688,R
2689,R
2690,A
2691,R
2692,R
2693,SR
2694,A
2695,SR
2696,A
2697,A
2698,R
2699,A
2700,A
2701,A
2702,A
2703,A
2704,A
2705,A
2706,A
2707,SR
2708,A
2709,A
2710,R
2711,A
2712,A
2713,R
2714,R
2715,A
2716,A
2717,A
2718,A
2719,A
2720,R
2721,A
2722,A
2723,R
2724,R
2725,A
2726,A
2727,A
2728,A
2729,SR
2730,A
2731,SR
2732,A
2733,A
2734,A
2735,R
2736,A
2737,A
2738,A
2739,A
2740,A
2741,A
2742,A
2743,A
2744,R
2745,R
2746,A
2747,A
2748,A
2749,A
2750,A
2751,A
2752,A
2753,A
2754,A
2755,A
2756,R
2757,A
2758,R
2759,A
2760,R
2761,A
2762,A
2763,R
2764,A
2765,R
2766,A
2767,SR
2768,A
2769,A
2770,R
2771,R
2772,A
2773,A
2774,A
2775,SSR
2776,R
2777,A
2778,A
2779,A
2780,A
2781,A
2782,A
2783,A
2784,A
2785,A
2786,A
2787,R
2788,A
2789,A
2790,A
2791,A
2792,R
2793,A
2794,A
2795,A
2796,SR
2797,R
2798,R
2799,A
2800,R
2801,A
2802,A
2803,A
2804,R
2805,A
2806,A
2807,A
2808,SR
2809,A
2810,R
2811,A
2812,R
2813,A
2814,R
2815,A
2816,R
2817,A
2818,A
2819,A
2820,R
2821,A
2822,A
2823,A
2824,A
2825,A
2826,A
2827,R
2828,R
2829,A
2830,A
2831,A
2832,A
2833,A
2834,A
2835,A
2836,A
2837,A
2838,R
2839,A
2840,A
2841,A
2842,A
2843,A
2844,R
2845,A
2846,A
2847,A
2848,A
2849,A
2850,A
2851,R
2852,A
2853,A
2854,R
2855,R
2856,R
2857,A
2858,A
2859,R
2860,R
2861,A
2862,A
2863,R
2864,A
2865,A
2866,R
2867,SR
2868,A
2869,A
2870,A
2871,R
2872,A
2873,A
2874,A
2875,A
2876,A
2877,A
2878,A
2879,A
2880,A
2881,R
2882,SR
2883,SR
2884,R
2885,A
2886,R
2887,R
2888,R
2889,R
2890,R
2891,A
2892,A
2893,A
2894,A
2895,A
2896,SR
2897,A
2898,A
2899,R
2900,A
2901,A
2902,A
2903,R
2904,R
2905,A
2906,R
2907,A
2908,R
2909,A
2910,R
2911,R
2912,SR
2913,A
2914,A
2915,R
2916,A
2917,A
2918,A
2919,R
2920,A
2921,A
2922,A
2923,A
2924,A
2925,A
2926,SR
2927,A
