From,Amount,
0x4e62C2eA327AcA5B88026C869c11E1175Ed056bb,147200,
0x8917a90EaC07E0F47Bd97f737bAe1441adE8EfdF,73600,
0x2C351481Fa2dEF7B37dd139F699E3748a65F372b,92600,
0x641F8e9bBc3F8F2C9e1597E19e62170752E46027,73600,
0xCCb8F5f994DB6381A5ca50825041C259e32447f5,73600,
0xF9E78Bd4f668E754bAE9E4E6BC82ce6eb3836B7C,73600,
0x134fb3AD7eE2cb4fAF1D53Ff156d6970be67e3fc,900600,
0x8cf2D89D94d2188F1E6Fe82C9017cE67e7E29585,1695200,
0x69259ef50Fc7D1c9a063E8862c7A676ef51ed045,515400,
0x2e6d9aDBa8164dd78190Ed387eE17Dea4322e447,73600,
0x241e81b8Cadbcbd9b4fbb02212fF33A76C5597fA,202000,
0xfBB7a243b30f212143e4997e36582B7362933111,73600,
0x03a0A489c20A7E3cab10632AB9A20a6db62904C0,73600,
0xAeAB53157dc9b0eB7b0f931Cea270Ece5dA087B0,202000,
0x0687FDf1617C222fc7EAf72e340e177C616ebF75,73600,
0x57099Da19e52784823c0aab1E8D8124E964C4282,1287400,
0x3DcD44e97ff9Fd6C449ed479aEe9bbdAEe963BA3,73600,
0x7d9362C6fAdbc1E2b8Da036180b06Df34C52b400,73600,
0xF54E547093fA2e438950D5C0F8C7a107BcD3D718,572400,
0xcbB7A356b27E7a585E73cACa8d088db707Fc9932,73600,
0xd06A16Db9c6B28C157BBC4e315eF1246Ce594dB1,147200,
0x2F60d1bC9a80e901B9Bd20B433f8a941f3b695F8,73600,
0xb405da1203472c570A5fbdA4e76D3736D866ac75,73600,
0x7F55d8CcffB23a4a706BE2fbA65ea47e45202cbE,220800,
0xf011F97d87Ba4ac949C940a84B12E276E13f0529,147200,
0x07f57936FDf1A688f6810E90B951f18f53972F57,92600,
0x0dFd7Fa793efC130312396442a6a631d1B5b537A,572400,
0xb92a28C7E9279243e4029a85D2d93CeA7DD266e5,73600,
0x2E8901B9aF30Ca039272003cb897767eb6eB949f,1052000,
0xD3a1c4ef5574133DbC896b2b53D41e166B25a8F4,73600,
0x826D922717378267E204A65990f6b975Cf6B35D3,73600,
0xc3245eB3C8c76B1C25778934b497a9eB3B608095,73600,
0x05a6eC0F15f8a71069FAFad5424FAdBf6Fc8bBDA,681800,
0x78d77666462c242500bFaf89a37861dc9bE8c08D,73600,
0xd50fBc0728823C6D5bB0a3BCa8b48f6224970F7D,572400,
0x5Cd5592f5d98D7Ff736c3e37845F20952A240a26,73600,
0xf8e163bFCf8A00d058272ae5d78Bd2D91AdB117e,73600,
0x69C7B1A09DD4554D4f102cF7705fd0820454d617,220800,
0xaa433a0Cd9Cb3248ccF21a77c05a74208b0d6206,572400,
0x263A38c0A0147C44B0FCc5Ce5086b94492e7Cc6D,791200,
0xfD6C0b8E12617855d9638a7008b7354D306c8eDf,92600,
0xBdBbBA30A4a49223A5C83dF07B3f267FF282fcc5,73600,
0xd8EC79c3F70307ad8b7f198e37a9E5569Ca5C8A6,681800,
0x080991eF10bC5Cd80AaA0C5E10C406DD87d48214,92600,
0x24D09f4AEaBe19230Fb0ea2E06ADC8a9EA01293b,73600,
0x776eBB227E750277e96b4445e53E29723fdd08A5,572400,
0x0208bB4a5668298dd4F1e41c53bb3e7C0722b322,73600,
0x516bb4da0cf0435889939692C4a7a06360c81611,313400,
0xB8D62857324ac591B7Ea1CB776bf85BE29be84c5,698400,
0x79010D3f1728f03afBc35275A9d18F72c6616419,166200,
0xCDCA5Faf972030A7DD6142cf0Fac39Fa65773928,572400,
0x623BE85064B8E3081f40545c1c9Adbe1503B45D2,73600,
0x297e92F6C249992BbE81d6536fe05477182475A9,73600,
0x4f27b97c80F452b9b64852C88A3B86f136727A9c,572400,
0x200cC2d60144bfDff3EC6726770267b32E268022,166200,
0x4CDa403665D22D2Aaa44d84bcA0Aa4413AC6d7a1,147200,
0x20e9503A6BC31765d3648b4AB67d035AA67c65A6,147200,
0x7237aa500E5Ac377736Fc46E482bb1BB58Cb4Dd9,681800,
0xb4915d679e26439b1E27df53e8cAd2555A8863ab,73600,
0x2e891a7DBE5eD9790c26EA0Ac03aE10F7200726B,73600,
0x38552868c1E638009EAF2920c7E85a2AEA56c8c1,92600,
0xb3E2446BE7D0DA9BE4e1C86b9bf2aCD914529604,73600,
0x75784B13B289b8773218940A6DEe6162d53E07D3,73600,
0x786e8Ca546337e8D04A6b14bC06a2bB9645F014C,791200,
0x86E726c8CB1dA72D3B9B79141C5D98cDB8AAf504,73600,
0xf5c8460D6ed7C88f83F06e31EaE50d332C5c2c49,73600,
0xA6815a812599BcaD487C35AC02F0597833bB74F7,73600,
0xAe0F94e4c9bCC4bd6B24984430b79476D5d76cb0,92600,
0xCc6A5fd2317D1C08A8408a0586ee7b7554fffcbB,479800,
0x863D3967c596f44fb5d1A5c6526d71FD99bBbe66,883800,
0x5298440C0D5a966ab890f32A8d9044E735768F8e,665000,
0xdCfc3f6923369E44408Ec8775B37b2d90f1617aD,73600,
0x592D3223EDD27656Cfcd0cB3f201B231E17b51A9,572400,
0x7280EEB1f3caD46794b3aA383B499c94A94804C9,73600,
0xBdB131f024319Cb2654e23f7cdD2236244A29900,275600,
0x6a6174778130e01F80CfF185512124B20d8a0F22,441800,
0x6A2Cb9b34ba6CA342Ec787b70Cd1878E71810231,202000,
0x123432244443B54409430979DF8333f9308A6040,921200,
0xb21FcF03b377D33F9B077fE69444d8fC81E5F1E6,681800,
0x5EEF392DFdAc34AED394AE78542737C8B2e76577,404000,
0xA2ecd20D15F7cdc71eC49F06c4cC2C928C58a544,73600,
0x940B573f1882075f79813eB032439f8Cad3bd732,73600,
0xb4C497eF112d0CAE5cD91e0e3Cd79417586462d6,92600,
0x8C26F0083b1f0e66dbab8332F43A5E106389b955,572400,
0x73faE83a0e4cad8B8De24A8F0ecD6983D5db979E,73600,
0x66deB29D882E02eaF995c96Bca225745C810FfEe,387000,
0xEc1E47007b6425EA163E1bAda3e884D0BB282484,73600,
0xc6F96F7171FEC66E261fa20aF7848904646Cfdc9,147200,
0x97C12b17391C668DDea79A8fF45f3F89B7aD8e7f,867000,
0x88cECB827Dc680eCb8D6555E058E97F21Ddf1D74,774400,
0x7358063eC9B08640Cf4EE96Eec2EDFbe8462D497,92600,
0x957ddde7DBdEaD372aB66C643a4b7E30DFf65De2,73600,
0xAfE6DC50dca8e9c200fd0316CB0A8870D4A0c37C,166200,
0x1f1272E737D92E4dA9Cd00dFc378D662Dd9d8986,1676400,
0x7245510484BFF11A2E081ABAF68585261e990caF,463000,
0xC9483dc485CB9b389137a0f522D7F97D6b38dCD3,73600,
0x5e09BdBc3c759366bC0F7F0b4136d6a347FE4036,92600,
0xDa2B136195934f224D7d6D4B2B89B0ebb54bD840,73600,
0x2FA820f322feC0A0F3b0A63c475165AD0859c8f8,572400,
0x37aC09e1640577e1D71E3787297A56b58f88F0F2,73600,
0x2379c10fF452275df13E063fbd1ECB259F8f1F87,92600,
0x3e499Ae3D6650636869A4EFC80Ed64bAB20Ec534,73600,
0xE2B4b9bcc25C88C39f64Dd4386B0568720195Fbe,73600,
0xF2eCb9985C57eC5366BC73d46E31D3644363eaf1,258800,
0x4093455E238EaDEAFb2da0b69B2ed61234CC8239,166200,
0x8ea67CdA0ba1292dA3060Bfd961CC330b42C9b18,73600,
0x5e5F3C02C129028678B49e158897E82888D28985,73600,
0xD1c5d97162345f12D0048D3477C5B5493237C065,202000,
0x6Dcf6FC445e62a08E39b32Fc04b1aD5E0d681C90,202000,
0x1df19994a8764d677cEd780C185e323f285F54E1,92600,
0x11a0d79839e3cecfFE68cDc25A68FBf2756f0996,463000,
0x88D4Abbf11CC7f6fc3eef7E0a6BF780EddAa57B8,294600,
0x3ad0b9c45fE825cd491234a0DB468C0AeBcF3518,681800,
0x932398Af4eA0F2Dc1811DB9b197e75fa8De45486,463000,
0x5B3Bf35ba08eE30bc53f1c1E0b8D4133f9A0cD7D,572400,
0xb200663fbEAE3C28D898453Fb4Fd9898cF0Bcbd8,239800,
0x2FF02f1a7f71FCB29c9CD5E088902c9e80A55800,92600,
0x24f3C94a00795fF33DE25b5F929b88F9DB9F102d,73600,
0x78D1FE2706A6Bc1DF27cA99318F338cAe1755f88,73600,
0xEA665F4f3a0c3A235a83Df69A8F3858F72E3c817,681800,
0x25484E1448c0836063658a375Dae918DD8f25a70,572400,
0x45C9785a72Aef39F7D2e55877cB63153396238DE,606000,
0xEFfF4546F821516d8AbFf86FB854a86009E64c45,73600,
0x281A468b6Ca9cAe0386456AD91FA67303BfC028e,2578800,
0x9FDeFEE897533976213d889d3B63644e6fed5b55,73600,
0x45a6fD76AA3Eb8CD287DDD99093c6BBbD39F29CC,867000,
0xE6273f2905d4Ef21C1006676e3c5D8200BF80609,73600,
0x0B3AdDCbb7aBe0baeE63e101bf4FE4113Ea25de0,147200,
0x826A3216115C2697C9b2F0275f6184b9123286bD,202000,
0x8c8A37Ed5e011f958F29DEE79fbc9E30b35f02a6,258800,
0x9D450B88Db1973280Db421bcF21208c656328006,258800,
0x4a0fA9d1CeEc50D9eE980CDaf71dAB1105A09DFD,73600,
0xE584Ba1F5085183e87DdB43848A6098aB2d1673a,73600,
0x770b10C1330F617c6FD43A2d9e0ab65519a3B47d,73600,
0xF799D42178E9Cd2ad6257d8136c5c33a326Fc6e0,496400,
0x5855BE3c846a8B59466Ca0dE0422c6acFeE513D4,643800,
0x8142D07B19321b04485d212a63910A34E259706F,73600,
0x4A7F8956669cc3830d6902F37F13981F8a9e7D39,92600,
0xbd22762041d2E0332f32963405f35A6D22B39751,73600,
0x1F2af261a2b13658153D27D195c3d86a57b7B484,73600,
0x0BbaF4AF7344754ca26B5DEf315756744F5d9e8b,202000,
0xB0a72E011288738FD2FBBfe39f6a6AB88fed1d9A,73600,
0x3D141a1bddBA068489612a4E0a0f3E9E59021942,1380400,
0x4F75746832CB2b0987223950fbB5804d86425b07,92600,
0xB1095D4c5aDe2538dc1Eb05a5ba9C43677f577eb,572400,
0x9C654a0E2aDf93440C7E509155f3685D8B82Efe3,73600,
0xB87186765F4951Dce0342FabDA15B8966513A464,92600,
0xe68a56dA59aC0b69Ae338514e11E2903efAc3A95,463000,
0x305ABBF3e2329AfdCA6EB453B5aaAd20E5b3CB8B,166200,
0xAB85bB5b62367A07cE95d2A2a9b2A738bb510B0e,73600,
0xc0440b8719269985835dF5A2B48E6d8D75B3Bc28,92600,
0x8bAEf28E6918CBdf89295a4835c0F262C755e357,681800,
0x39C89bd66C82b09B1CAF0d45f2e885337C9e7e1A,73600,
0xDecd416e8cfd8d89394EF3a62C860e3019250438,239800,
0x53C218ee4B05f817fab41afD2c66fD92550A8888,92600,
0x32749eC737ed6968E38c4b32CeC37E1C1b05BBF8,92600,
0xB8a1C2240e8d5ccB9876daC267F6A94Fe588B2D3,73600,
0xf71839D4aDd265A30E462f11542F81ea420b580c,572400,
0xEdacEBe06e7E1b363aE1808E4B1277A3E6151665,220800,
0xBCeB7CdA965098c5fbCEE56C060f2d21d07713f1,73600,
0xe37745cb37B22906421c461c8a9Ea2ea74Dbf51D,73600,
0x42f04a0C63b52Bd07419eb174Cb17B9228F539Ec,993200,
0x246cD5244AaF9Ae65f518E8e524d7D38D4bA06Fb,239800,
0x2928B277F837866EDDa4A835d39b1f082E1c7f9B,220800,
0x2B02F5488317E0343B27556988A77CaF5ff9beB4,572400,
0x500eC7bC6E1b22BcD0dc7A68649F2F55da794b18,73600,
0x8f80CA1b474D1B1C4a23BED823b5b77637D7b216,73600,
0x0F133919B60bDF696B0ebFA625Ee7B16d92C17e6,73600,
0xA756997c777cF368D74C1a0802dc3bFaB5880BbA,73600,
0x284A5Dd5B0e0D5Fa143E62c56Bc2c71ECf006E32,627000,
0x86FD29C434eDc3577a66C940547272FdA296Bc52,92600,
0x56a471529A6542B73553edFe849538f1A5BdfE87,73600,
0x03c6e8EBc146B6a3c70aAB0CeEF88c5E0BDAbbbb,73600,
0x88F3aFa9757779a957B75890d2fF410d00d623a2,294600,
0x93f6Af038c64Ef6f4C683CF46b7264DA57B25774,791200,
0x1093A7394Afb514646Bb4866a414df304c39945e,92600,
0xed2529Fb1f1b4D1a241b3744d62B21E84f122cf0,220800,
0xc29b5100eEd78fC782aF9f0EA4BF4E47d844911E,73600,
0x07159F6815cE9F3d3A0715E5667E34C4fA394Cc9,73600,
0xf99545aaCACdF91341B5eB9eF3cAF94F351490B6,463000,
0x48a0aAbCB2B91A58EFD0692a48AfB2c5536F9a46,791200,
0x1faFfe8b151d8c663eBD5D3F177a60be1B61b4af,73600,
0x1Ca1cD3292baAFf6f9e9CCBa5B674c7a1Afe515D,463000,
0xbd6CdE57185E496b05e26528F1C3EaB7009FcD5b,681800,
0x0b7eCE246715Fb00389d1D8648bf784B3EB17424,92600,
0xa75397474a62bF30979DFc543FDF40C6155472D9,73600,
0x2E3A263F8B48247E307ff452dcC35A60c9cC3c1F,73600,
0x5F640711E6A5d9d88c103F78eCa549f18e66c36B,368000,
0x56FF93114c7aB8489CCD4f33f4D0f7A4ff917263,73600,
0x1C24024D160E4dcEEC374Dd2Ed27e9E9030fcF89,185200,
0xE8671cF6F05C834800eDE4082FDb431104Acbcfc,92600,
0x215bC454dA079d610abDf1619D1B29C7795A7996,73600,
0xA5aAF5a363EEa67Ff5a77e523B7171195208baCf,607800,
0x73cCC7Cd8ce7F54De6d52Cc69A60a241183aaBf8,258800,
0x4AD04244e1efD6ffB04C1ee14be77E975E2Acd3F,92600,
0x103c6bDd19768dd8307b84Eb34A309E0750c7368,220800,
0x74D539123Ed5ce1070A5854B2F90Bc67FbE8394a,555600,
0xf6c73dC79738E2a17f7De4A26267b90899D35B4D,202000,
0x45Eb024Fa71C8dB77879adAa045DeDfc4aff58Cd,73600,
0xF1b303802e05928dC0e92C98681E5a5474A3Ec61,463000,
0x8626465AF902E3712d50C794266951D66de6440c,681800,
0xa30Ab2113E3CA778112d7423F6999219D4fF033b,387000,
0xE751863Dc217Ee40854a656bb79ca5152a0927f0,73600,
0x7946F0b510AB65f5E4f29CfDBbC603Ea5eB8Da78,92600,
0x9d414B80a219E970Bd10037bDe7153a139d38029,681800,
0x20F12620B642Fa8B170dA2E112A82E49d31A982f,73600,
0xd286B3C21af8C2d2C9A7C130c17A8f4317aBA3fE,368000,
0x207053a23d86fe3697dC073461f293894a931a72,202000,
0x947a518695f63096650E7bFD421fd9be8b38be3A,73600,
0x83AB5C1a4f689cF95f4Cc44562887Aa3c6cCbC1e,73600,
0xB0b98D191E9a5e23a364783751C94dBC5575a839,681800,
0x68213F75c9c5Ea6f6dBef3d2B637F2CE84bEC257,73600,
0x84B6264e5733dc52CBC9c558E683888CcD3d5f1f,73600,
0x6436564b0D807fDB3E2bBC5c4F0aF44E1DDbD67F,73600,
0x8b7d4e081Db3b6BeAF0b50D256729bbC0f7AA5bf,572400,
0xd78089953dBD6602eA74C16BEEB7f4F653CD1a24,73600,
0x829e92EbBFEb9B3CCeC695Dd6F357227b8348f87,572400,
0x5455A28F1D5116610C3627FCb672d165D553D018,73600,
0x8FD05d96B7Cc6Bc1D4aAB24C89c12DA0F6D24c2d,92600,
0x1e58E5c7f88094EE725a531ea1ced2018F390e23,681800,
0x5a8e3243A74D097741157064b85314a6bc846F0e,73600,
0x0000000080941b0f4A7bBca3a313092FB496daab,73600,
0x231189309e08333e3c51b725D68F88173BE5d69d,73600,
0xDBCf789BDEF163C53465Eb87163c82e099C01B00,92600,
0x9C28559cB006Be67EE9e4f6bA80e192f31A98e1c,1287800,
0x3E52151b9F13c1F73c095BE69f6CF4fa3Eac14A2,147200,
0xaF9fA6E461630Ad39772ab7C7D2D692BAA041267,147200,
0x2a74155ba390756077dBD7884bd89040e796ed0E,73600,
0x8dafBB4b6975bb7E8dde47635BF4169A80F3C61B,73600,
0xbBB5B134C24bEdca648FE4A1402c38B35FdEa23D,883800,
0xEE622122BC71Ee46285C3BbD36E0F134a7271c85,847600,
0x0EC3BB2FFeaea8166c77610B2b146CF15Dd18A69,479800,
0xbb9E4d001BD2f041943D02Aa7033b5Bdb283459d,572400,
0x166D10dF689028Fc2F36d6AC2Aa362f697935e07,1531800,
0x861CcD0C888cC47383003Db38906a3d226F7d763,572400,
0xB07d9e13a3fB483c0721F11D9Aaee06E3eC89FB7,239800,
0xac9b96687db9aE3c5fdA5401d5888933b7F56A5b,463000,
0xF8D9B91ac239fD14ef4BbFf6DB9d0024832b2047,572400,
0x8de1426E1897C4b702324f306482C175c3283695,73600,
0x12caA94E07bC88A56bA79C22Fc800002bB8b8e04,73600,
0x6A235e4908955bcd9756F84057A6256Eb4d74BEa,92600,
0x38642007BbFBdB4f151BaabFc9cF333085413687,73600,
0xA5F158e596D0e4051e70631D5d72a8Ee9d5A3B8A,73600,
0xE15f62fc42B9e7dfbBb6867AeE43a459669831a9,258800,
0xA411187992B5Ee29614F0ff9D83Fc5987305f361,73600,
0x3aB6C3a9C075189689B6b8c59324df9fCD65C4B3,73600,
0x8bFd9902cA891E4bE311cfE3EFCC45fB681622a3,92600,
0x8a6589b19b08edb2589E55FC27e237bC7BdC95E9,294400,
0x482404804651dE9631f5fad965afd3F384FfdC84,73600,
0x68C8dD8EC310Cd77e1cf54A1698bf72090e24D4D,92600,
0xe790Ec91D4e91D14af1104D31Be1815d664b867e,921400,
0x9Cf101C430163326F1bb13532c03CD9af5b94C13,73600,
0xCEc201b6F8AC5DB3Fda2f2dAEe7B1fB8F6e5c403,239800,
0x06d00725d1f792483CE42816816d8658A5B0e9f4,993200,
0x36130FFa1F2d6394E0B2a2e222314802Db32B14a,681800,
0xb7C5C9c8F7a70D5234088C92f0fE4C35d0Fd8498,73600,
0x7c9d83AA13765B656b4B0518A365F89919696B97,774000,
0x688dCD75A525394B91B57b85F3C4F129623e7A7B,1496000,
0x4E375C0f36db8b05E7c3F5ad414a0DF4930d0Bde,220800,
0x79E37f745eA324fb094139C9e99c6373aAb165DE,92600,
0xb23E1CF6AbB14353Eb5852a3ba9312DBCBC288cA,92600,
0xF6B3A1006D91C7495e6429EBF8800005a43BAD99,92600,
0xA754B37DF2279cBF006345d29B3E6389d854C12F,791200,
0xF0481ea2Ef99E829D5bDaF88F9Bd4d5F6e3c15ce,774400,
0x0A465F4c26C1842B219778Ce7D8C1e1F165AB5D7,534200,
0x7049e6Cf4d4531E6b473Ffebbb52659894d3A46E,73600,
0xEcb6DA7d4D5E76Fe6f925921bdfD4bc1Def1AbE8,92600,
0xD2defFe956C02635452C2d56bA4fD0A063186e00,73600,
0xfeC3D0b3835BF3aF2c47F5181060175f2C682d3b,572400,
0x707ACaB2506e5F59d428369A8d29973d02CBB767,92600,
0x0636B47164ea3099C6FC39c52A3f4b7B7Ecaa03B,73600,
0x07d60417B174Dc9E443c842C3D64112728167a23,463000,
0x4d2487c6817F1bCeE33131A64A26D7e7dCAcA28A,1030400,
0x55f212F69b721677CC579ef6c7Ab7af85dBF9cB2,368000,
0xAfA677370F7196D186Fb596C6C5000e5255EeC3C,73600,
0x0855adfaf2dd22Ce1958629c5257d71617738fc8,73600,
0xCFFdf11BC8c2b47C4854A011597c5Fc87BD9F8c1,572400,
0xeBc66E38FF0cEc6e96B344288AA8177c491402a2,73600,
0xd59F2aa672949EEC5a4bF94fCd511e9341eA5bF3,202000,
0x529096C3065D8A82355bC358E0f2af764c337A20,92600,
0x15Ae4B113Cb57Cf18c1E789961A039DBD3111fA1,73600,
0x41729E3711FA0c815a21d49124581Db58B5d474D,202000,
0x58682d8e862e74316871B70FFAF2d03963206C1D,73600,
0xE2C89eDff8F1B7861e9b76F0a980E16616199833,92600,
0xDec4D231427159194E41049EEFD72b074703A502,73600,
0xF9E2DD6E65e559371F1cbB27c81c7412B105e328,791200,
0xA6B9E33165076de9147eCBda7E5cabCb10D17110,73600,
0x4dF422230C1417592765EfF27C168e56aF690bD3,73600,
0xa0BDC483c48b3E142076B57878905833bcA80baA,572400,
0x9325DfAa6D0D108D4896Cc0eBf65023c09378802,92600,
0x550207497eB9e4A4D67a4B2587e48A91d0757767,92600,
0x368cB4212ABd097F35eFcd34E291B6ee1D60e622,73600,
0xC557410014a800eBdA2E97B8C661e0964f33eC95,572400,
0x06EEDFA0c71700ABA544a34E8C43122386d6515d,681800,
0x61deA5cD3dA9219c36EaB3D4CfDd8Dd42a8F9a7a,73600,
0x16Cf04b62e48912E3Bb9e8a32f97cAdC0cc19c03,73600,
0xd7EfE4647C22e9557e097946644f3847140227C0,220800,
0xD971f695876042799Fe53EA60c95e94880b7f641,368000,
0xDdB5DEc686a9dBC0bE659b553a7097523232C777,73600,
0x45c22915Fe83a802f7e35977c249Aa3B09C938a6,239800,
0x3E24B8e8B9745616608eb8d68fb7093E82D85f2c,900600,
0xA20F3fE8844B25E9b4d6dCBd656f30E8Ce54e10D,572400,
0xB1a1010359723AEA26892Da1a19bAfd2A1b930Cb,313400,
0x75B853720d6aD95b8c108F6A52984F5AD8dB6C3b,73600,
0x08e333333dd5bf2654EEdd30E2d57D6411B3382A,73600,
0x3E269201B45622c88E1cca18CE9A02609d4D2A54,92600,
0xe054Cd8DBAe58716b7b96A9a392D229ce13aB4E3,791200,
0x77777E7a8f844B73F6269bbDA7f440Af16038d90,662600,
0x95Da0EFf9c75228C77B55fB2ff5189258a3064Ff,463000,
0xfb1B087Ef36561ac635b107c571839e211AAC9Cf,2208000,
0x22C3D5c3E660a0758Df9bB7790032b456702EE28,1214000,
0x7f7C3f2753557babCdA443A621c58D370c8Fe605,73600,
0xA8c3fF3987A5E321DA96e36fdC86f0EEf6Ab63c8,463000,
0x0aDef61C1C197977C0895113f9391EfD3Fa81bc2,73600,
0x9509D956a222Db5A422648358E76D52B674c11F0,572400,
0x79e507aA342d856CB3d7B81D51473259e8208DD4,202000,
0x265f5A9b3181Ef516D755cb890a24A98e7d641Ce,73600,
0x8227CD1705c82917cF1dBb39443f3838DC8919FA,147200,
0x5D7Ca4D96Cc89E156e40f0637bE3248F4de13416,387000,
0x28d74813c5717189d3c82D198dC8210C00648fe0,444000,
0x5584cF54ADE7C81aB6d6Bc870C714F87FC0a7721,92600,
0x10610A3f453E80a4E5795f986efAa441fB08473d,73600,
0x44c30E53C90c74d605FbC0450C35992274a43e43,73600,
0xA692957A293327e76808C4C1DAb33960FA6359c0,463000,
0xEc10A4d8cC159eE163D664e113a02454186310Ff,73600,
0x6Cd9fE85d08A3067dD49176AE9F922647351378F,73600,
0xf958A5Bad55B75BB05653f4238932f1fb6C0E70e,73600,
0xb5f2eE600E14cE3acF0730df559Ee9DC7992E724,185200,
0x066858116e0813DEaf8155B2bc534AC4E18044C1,681800,
0x9D5D1B83823ef8b6d9108b14c867011eF17896Cf,643600,
0x2776f94F5f0c3027c34aB3b48990DbeFD7fBba15,665000,
0x1AF331dc34dD7C5C62AF28B5685328318b61888a,220800,
0x7282d6b3923989ded025E851174156dF9d0E70d0,73600,
0x3dB02F40afD6fDC27c0bd03572197CBFAb0Be32D,73600,
0xe00e7d9fFcCf63EdDDB0c8f16E132C1756229487,460600,
0x9c5A0f0b0eE104a9918Ee73cfAC581432F18243a,681800,
0x6c09FcfDcE190111B472fF5afb0Df2b54262551d,463000,
0x9cdDA3854C68657B38c3ce6e45aCaa7B72e5f81c,681800,
0x8326A17a231741Aebc8aA9cA435bFF09Ffd30a0C,463000,
0x53e4FCDb74AD0BA654c8B6cc21200022b461E94C,313400,
0x944CC20f354BBD806E1efCf5CFE6d61F4BF7E8bA,92600,
0x9Cbf45642acf39B23a0AeD84c319C46B169a05F7,73600,
0x5c9cd3Ca797fc1cC48766235986ab7074B202962,3683200,
0x8D5Cfb4bA6F767FfB9FC0c65315bF39aA7526512,73600,
0xA76BE3C5821d60a4446a843676797D7A4F986F5a,202000,
0x1DE519dafB367C0A8202EE4025D22881Aba2994F,73600,
0x71EE6CA20ca168beF26411E0430001274ca4191e,73600,
0xBFF2240bC114e2731Bb5f613De40F0874847c826,332400,
0xDA2753b094b91F1cD91B0a78eA7D478f78Ba04Ac,572400,
0x0aa72a0cE7a6775071064f4bC64fbb0896c794BE,73600,
0x219c0bbC60a30F870e17c09FA7f898619485C240,73600,
0xE0DeacD9AA484e0cB3a370dA4276570c29a7BA04,1916000,
0xd79a9865F5866760B77D7f82e35316662dEC6793,73600,
0xed6A029CE27f46952C0D9a5A4270B357B5394167,681800,
0xA71b948c4F6283b8aa11B11eFF9678601f3cfcB0,73600,
0xa72EEaa05F39A601895aB6690A73b96a89d8826D,73600,
0x469Adaf766fb35F1a3c2569FE8C57a50F4B39131,349200,
0x38d376bceA37E89c1efB9eC0fD5EBCbF415e7992,73600,
0x0dDD024965Ad8a0848b6a4E7719E4A952E4AbE94,463000,
0x948cD086060067F062dc8290378Bc89B74597477,757600,
0xEb125Ce7e8Bf653464545114Db5F1A717198A461,73600,
0x9fC5ccD076d03AFbb5E90f6E7A5602218A359454,572400,
0x430B62f99D9924553bc8740CF487D35A078bA24E,73600,
0x506ac1D1bD4e32F4Ed85D1DF33d267E06533dC67,73600,
0x858645723fE20Ad4CBbc226887CDC35047F1570E,73600,
0xAD32F1EcF4Cd38Af2c368962fD6002c9Ab2e71cf,92600,
0x38c3faa3dA5511c73aF46474981509eC02492365,73600,
0x2b9D6639CBf3c8ea70d99E7258cDCE68ca342E23,791200,
0x02ae759DE8c0E74477A84693636bAe0a9a4f1199,92600,
0x267D5CC5cE3Ab6D0ADA8CBde64ea7132970D54a0,220800,
0x125Be3888431739A61E350dF3D7Cfe166Ec4b4eF,92600,
0x41f798082154018F35f3e0763b6F2E3F72Fb10BD,166200,
0xf374dB7B38727C2056537f8b30D06134ea7F961C,900600,
0x25469BE7aF9F59A2D8dA9F7290323d9Ca27171F1,166200,
0xbd1d2E9F258E4308b784F16C85235B92D741CB9D,239800,
0x0D762201f4A575916c0b7bEcbA3A847Ea7D19967,572400,
0x7c4d2a132F5AD40c42E643aac7d4e14a5975Ab21,368000,
0x4d43A08Ebfc6ebD92aeB1B14aF7C30B6f53ADed2,73600,
0x7EFFe5B3b66F2A6698e8E060cbC9aa36Fd9763EE,92600,
0xF4b1A8f85a0b32909310dBDe3dEcEc7681f46D98,73600,
0x97d7E2b90D349f8d808b7cE0Df7846D6fac2E480,73600,
0xA1b5393F2fB0eC6a36ae329bBBc7dd4ff469578c,220800,
0x1fa609431B5f9aCd374Fdb2f72c08bae19b00b91,73600,
0x5Ffba6f8A7641F6c75B9bA82e01aC76268B2F420,92600,
0xbf669CaF67df6eEEcB869F40Dd48961ee3C927db,73600,
0xfA29610CC1a28d363763D4A8F25F59c43ACD0E8d,202000,
0xf31932B776B735c6373132eeF1fc5808FF75B62a,572400,
0xdbE452f1a0d0190e161b5FAE8ee3a530f099d9A3,73600,
0x2c4F71c54e66579F481F922Cd034bDc721f276e7,791200,
0x799d76eA1288b0d80B8E072AA0FC48B5f285b957,92600,
0x5a8BA7b23dAe3fEB42D7482f25Ac3efaAc686040,850200,
0x2337d8379434ee8b488175061eE864e92FCD67d2,92600,
0xE74C5c789D4Bc180d4492947B6D113A340Fc58f9,73600,
0x073344A6010B5cFd728b2591b7a2162d57cF7B2C,92600,
0x437b4B9B09Ede78256aA1696B1BE5126f31BdD8E,73600,
0xa6D821693855F34F7FD93A856e18474dF729D44C,92600,
0x4B2d388794aec59ae2674e6c1c47156a91Fe6aCf,463000,
0xc8431B0240505cB8bAb94D892CE0A7f3D5c88dB2,791200,
0x7F4383B68C0cA5259C67c7Eed2737881B119f794,73600,
0x3527b9fB9e803Fc56830a5705b21c3c078C1F6f9,73600,
0xD7AAAc075a97007f515D5C89909a8Bd3E453d57f,902200,
0x52f5F224c515b3a3B7b9af8862c4b1D44c1003Dd,73600,
